Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Дисперсант_9,typical,Содержание Азота,,1.1
Дисперсант_4,typical,Содержание Азота,,1.9
Дисперсант_10,typical,Содержание Азота,,1.2
Дисперсант_11,typical,Содержание Азота,,1.2
Дисперсант_12,typical,Содержание Азота,,1.2
Дисперсант_13,typical,Содержание Азота,,1.2
Дисперсант_8,typical,Содержание Азота,,1.2
Дисперсант_1,typical,Содержание Бора,,0.0
Дисперсант_5,typical,Содержание Бора,,0.0
Дисперсант_7,typical,Содержание Бора,,0.0
Дисперсант_3,typical,Содержание Бора,,0.44
Дисперсант_2,typical,Содержание Бора,,0.0
Дисперсант_6,typical,Содержание Бора,,0.0
Дисперсант_9,typical,Содержание Бора,,0.0
Дисперсант_4,typical,Содержание Бора,,0.0
Дисперсант_10,typical,Содержание Бора,,0.6
Дисперсант_11,typical,Содержание Бора,,0.6
Дисперсант_12,typical,Содержание Бора,,0.6
Дисперсант_13,typical,Содержание Бора,,0.6
Дисперсант_8,typical,Содержание Бора,,0.0
Дисперсант_1,typical,Кинематическая вязкость,,216.0
Дисперсант_5,typical,Кинематическая вязкость,,216.0
Дисперсант_7,typical,Кинематическая вязкость,,161.0
Дисперсант_3,typical,Кинематическая вязкость,,194.0
Дисперсант_2,typical,Кинематическая вязкость,,413.0
Дисперсант_6,typical,Кинематическая вязкость,,413.0
Дисперсант_9,typical,Кинематическая вязкость,,400.0
Дисперсант_4,typical,Кинематическая вязкость,,215.8
Дисперсант_10,typical,Кинематическая вязкость,,350.0
Дисперсант_11,typical,Кинематическая вязкость,,488.0
Дисперсант_12,typical,Кинематическая вязкость,,512.0
Дисперсант_13,typical,Кинематическая вязкость,,442.0
Дисперсант_8,typical,Кинематическая вязкость,,400.0
Дисперсант_1,typical,"Щелочное число, ASTM D2896",мг KOH/г,45.0
Дисперсант_5,typical,"Щелочное число, ASTM D2896",мг KOH/г,45.0
Дисперсант_7,typical,"Щелочное число, ASTM D2896",мг KOH/г,24.2
Дисперсант_9,typical,"Щелочное число, ASTM D2896",мг KOH/г,25.0
Дисперсант_4,typical,"Щелочное число, ASTM D2896",мг KOH/г,54.4
Дисперсант_8,typical,"Щелочное число, ASTM D2896",мг KOH/г,25.0
Дисперсант_1,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_5,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_7,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_3,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_2,typical,"Масса гидрофобного хвоста, г/моль",,2300
Дисперсант_6,typical,"Масса гидрофобного хвоста, г/моль",,2300
Дисперсант_9,typical,"Масса гидрофобного хвоста, г/моль",,2300
Дисперсант_4,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_10,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_11,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_12,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_13,typical,"Масса гидрофобного хвоста, г/моль",,1300
Дисперсант_8,typical,"Масса гидрофобного хвоста, г/моль",,2300
Дисперсант_1,typical,Индекс полидисперсности,,1.6
Дисперсант_5,typical,Индекс полидисперсности,,1.6
Дисперсант_7,typical,Индекс полидисперсности,,1.6
Дисперсант_3,typical,Индекс полидисперсности,,1.6
Дисперсант_2,typical,Индекс полидисперсности,,1.6
Дисперсант_6,typical,Индекс полидисперсности,,1.6
Дисперсант_9,typical,Индекс полидисперсности,,1.6
Дисперсант_4,typical,Индекс полидисперсности,,1.6
Дисперсант_10,typical,Индекс полидисперсности,,1.6
Дисперсант_11,typical,Индекс полидисперсности,,1.6
Дисперсант_12,typical,Индекс полидисперсности,,1.6
Дисперсант_13,typical,Индекс полидисперсности,,1.6
Дисперсант_8,typical,Индекс полидисперсности,,1.6
Загуститель_1,typical,Тип полимера,,OCP
Загуститель_2,typical,Тип полимера,,OCP
Загуститель_3,typical,Тип полимера,,HSD
Загуститель_1,typical,Номер CAS,,нет
Загуститель_2,typical,Номер CAS,,нет
Загуститель_3,typical,Номер CAS,,68648-89-5
Загуститель_1,typical,"Индекс стабильности, %",,25.0
Загуститель_3,typical,"Индекс стабильности, %",,15.0
Загуститель_1,typical,Содержание полимера,,100
Загуститель_3,typical,Содержание полимера,,100
Загуститель_1,typical,Средневесовая масса,,30000.0
Загуститель_1,typical,Соотношение мономеров (EO:PO),,1.04
Соединение_молибдена_6,typical,Категория,,Аминный комплекс
Соединение_молибдена_1,typical,Категория,,Аминный комплекс
Соединение_молибдена_2,typical,Категория,,MoDTC
Соединение_молибдена_3,typical,Категория,,Аминный комплекс
Соединение_молибдена_5,typical,Категория,,MoDTP
Соединение_молибдена_4,typical,Категория,,MoDTC
Соединение_молибдена_6,typical,CAS,,799241-27-3
Соединение_молибдена_1,typical,CAS,,445409-27-8
Соединение_молибдена_2,typical,CAS,,253873-83-5
Соединение_молибдена_5,typical,CAS,,72030-25-2
Соединение_молибдена_4,typical,CAS,,253873-83-5
Соединение_молибдена_6,typical,% масс. (Mo),,10.0
Соединение_молибдена_1,typical,% масс. (Mo),,7.5
Соединение_молибдена_2,typical,% масс. (Mo),,10.0
Соединение_молибдена_3,typical,% масс. (Mo),,8.02
Соединение_молибдена_5,typical,% масс. (Mo),,10.0
Соединение_молибдена_4,typical,% масс. (Mo),,10.0
Соединение_молибдена_6,typical,Отношение S:Mo,,1.09
Соединение_молибдена_2,typical,Отношение S:Mo,,1.1
